station,latitude [degree],longitude [degree],height of station ground above mean sea level [m]
6608,47.03,6.59,1137
6609,46.33,7.01,1976
6610,46.49,6.57,490
6612,47.05,6.48,1018
6615,46.04,7.14,840
6616,47.25,6.56,598
6617,46.59,6.37,1051
6618,46.44,6.34,438
6619,46.50,6.35,1207
6620,47.41,8.37,440
6621,47.36,9.17,441
6623,47.39,9.01,720
6624,47.42,8.28,420
6625,46.46,7.07,651
6626,47.22,7.58,382
6627,46.29,7.08,1029
6628,46.45,7.16,1044
6631,46.59,7.28,554
6632,47.11,7.25,429
6633,47.23,8.05,388
6635,47.07,7.36,486
6636,46.58,7.17,481
6637,46.44,8.10,589
6638,46.56,7.48,745
6639,47.00,7.56,1405
6641,47.34,7.53,344
6643,47.15,7.47,424
6644,47.15,8.14,454
6645,47.26,7.53,613
6646,47.33,8.14,327
6647,47.32,8.14,336
6648,47.11,8.00,523
6649,47.23,9.37,410
6650,47.02,8.18,456
6651,46.57,8.01,745
6654,46.12,8.03,1466
6655,46.49,8.25,1037
6656,46.44,8.04,568
6657,46.51,8.11,472
6658,46.56,8.17,445
6659,46.59,8.15,2104
6660,47.23,8.34,557
6662,47.05,8.38,791
6664,47.26,8.31,445
6666,47.36,8.11,343
6668,46.42,8.36,951
6669,47.29,8.24,845
6670,47.29,8.32,428
6671,47.40,8.59,398
6672,46.53,8.37,440
6673,47.13,8.41,487
6674,47.11,8.28,443
6675,47.08,8.45,912
6678,47.30,9.14,469
6679,47.29,8.54,539
6680,47.15,9.21,2494
6681,47.26,9.24,777
6682,46.55,9.11,958
6683,47.13,8.56,409
6685,47.02,9.04,518
6686,47.01,9.30,497
6687,47.08,9.13,421
6688,46.51,9.11,2482
6689,47.22,8.56,1134
6690,47.29,9.34,399
6693,47.16,9.07,624
6695,46.38,8.35,1439
6700,46.15,6.08,412
6702,46.25,6.06,1671
6703,46.40,6.19,1046
6704,46.31,6.21,684
6705,46.24,6.14,460
6708,46.34,6.51,829
6709,46.24,6.51,375
6711,46.31,6.40,457
6712,46.20,6.55,382
6714,46.20,7.12,2965
6715,46.11,7.02,483
6716,46.09,7.37,1581
6717,45.52,7.10,2488
6720,46.13,7.20,483
6722,46.07,7.31,1829
6723,46.06,7.16,2736
6724,46.18,7.28,1424
6725,46.25,7.49,1539
6727,46.18,7.51,641
6728,46.12,7.50,1606
6730,46.33,7.59,3576
6731,46.45,7.35,571
6733,46.37,7.23,821
6734,46.40,7.52,579
6735,46.30,7.34,1327
6739,46.26,8.06,2895
6740,46.46,8.26,3094
6744,46.34,8.20,1962
6745,46.30,8.18,1347
6747,45.57,7.49,2887
6748,46.02,7.45,1640
6749,45.59,7.47,3130
6750,46.39,8.37,2284
6751,46.27,8.31,1896
6752,46.19,8.36,422
6753,46.31,8.41,991
6754,46.25,8.55,2190
6756,46.28,8.56,576
6758,46.15,9.10,324
6759,46.12,8.47,1662
6760,46.10,8.47,374
6762,46.10,8.56,205
6770,46.00,8.58,301
6771,45.51,8.56,353
6777,45.56,9.01,1601
6778,46.39,10.16,1970
6779,46.26,9.46,1805
6780,46.50,9.48,2674
6781,46.45,9.03,800
6782,46.42,8.51,1198
6783,46.28,9.11,1640
6784,46.49,9.51,1596
6785,46.48,9.41,1879
6786,46.52,9.32,557
6787,46.37,9.26,988
6788,46.21,9.38,1090
6789,46.47,9.13,699
6791,46.25,9.49,3302
6792,46.32,9.53,1710
6793,46.45,9.33,1569
6794,46.21,10.04,1079
6795,46.35,9.32,2672
6796,46.36,10.26,1387
6797,46.25,10.01,2261
6798,46.48,10.17,1305
6799,46.49,10.16,2381
6842,47.23,9.17,506
6846,46.43,9.31,2323
6847,46.47,8.03,2280
6848,46.58,9.30,1490
6849,47.14,9.30,436
6850,47.18,8.53,1115
6851,47.15,8.46,496
6852,46.49,10.21,1420
6853,46.58,8.38,1921
6854,47.03,8.29,1732
6855,47.08,8.51,1190
6856,46.56,8.29,1700
6857,47.12,9.25,701
6902,47.03,6.59,1138
6903,46.49,9.51,1640
6904,47.24,8.37,434
6905,47.19,7.49,432
6906,47.29,8.22,691
6908,47.04,8.28,1033
6909,47.23,8.32,407
6990,47.08,9.31,459
7002,50.44,1.36,68
7003,50.31,1.37,20
7005,50.08,1.50,72
7010,51.03,2.20,16
7015,50.34,3.06,47
7020,49.44,-1.56,8
7024,49.39,-1.28,138
7027,49.11,-0.27,67
7028,49.31,0.04,104
7031,49.22,0.10,143
7037,49.23,1.11,152
7038,49.01,1.13,138
7040,49.56,1.05,40
7046,49.32,0.06,95
7055,49.27,2.08,111
7057,49.15,2.31,88
7059,49.58,2.42,112
7061,49.49,3.12,98
7072,49.13,4.09,95
7075,49.47,4.39,148
7093,48.59,6.15,258
7100,48.28,-5.03,68
7107,48.41,-4.20,18
7109,48.17,-4.26,83
7110,48.27,-4.23,95
7117,48.50,-3.28,58
7118,48.45,-3.28,87
7120,48.32,-2.51,135
7125,48.35,-2.05,59
7130,48.04,-1.44,37
7134,48.02,-0.45,100
7139,48.27,0.07,145
7140,48.04,1.23,127
7143,48.28,1.30,156
7145,48.46,2.01,174
7146,48.45,2.07,161
7147,48.46,2.12,176
7149,48.43,2.23,90
7150,48.58,2.26,49
7153,48.37,2.41,92
7156,48.49,2.20,78
7157,49.01,2.32,112
7166,48.47,4.10,167
7168,48.19,4.01,118
7169,48.38,4.54,139
7180,48.41,6.13,213
7181,48.35,5.58,343
7190,48.33,7.38,151
7197,47.56,7.24,209
7201,47.58,-4.10,83
7203,47.39,-3.30,45
7205,47.46,-3.26,44
7207,47.18,-3.13,43
7217,47.19,-2.09,4
7222,47.09,-1.37,26
7230,47.29,-0.37,48
7235,47.56,0.11,52
7240,47.27,0.44,112
7245,47.41,1.13,130
7247,47.19,1.41,86
7249,47.59,1.47,125
7255,47.04,2.22,166
7257,47.03,2.39,177
7260,47.00,3.07,177
7266,47.49,3.33,153
7280,47.16,5.05,227
7283,47.51,5.20,467
7288,47.15,5.59,310
7292,47.47,6.22,274
7296,47.36,6.50,402
7299,47.37,7.31,273
7300,46.42,-2.20,32
7306,46.42,-1.23,91
7314,46.03,-1.25,23
7316,46.11,-1.12,18
7330,46.19,-0.24,61
7335,46.36,0.19,120
7354,46.52,1.44,157
7361,46.11,1.57,366
7374,46.10,3.24,251
7379,46.24,4.01,242
7385,46.18,4.48,217
7386,47.03,5.26,195
7412,45.40,-0.19,31
7434,45.52,1.11,403
7438,45.09,1.28,117
7460,45.47,3.09,326
7471,45.04,3.46,833
7475,45.32,4.18,402
7480,45.44,4.56,198
7481,45.44,5.05,240
7482,45.59,5.20,252
7486,45.22,5.19,386
7490,45.56,6.06,459
7491,45.38,5.53,235
7497,45.37,6.46,868
7500,44.38,-1.15,28
7503,44.26,-1.15,39
7510,44.50,-0.41,48
7524,44.10,0.36,69
7530,44.49,0.31,52
7535,44.45,1.24,261
7540,44.02,1.23,107
7549,44.54,2.25,640
7552,44.25,2.29,579
7554,44.32,3.27,934
7558,44.07,3.01,713
7560,44.07,3.35,1564
7563,43.55,4.54,48
7570,44.32,4.22,280
7577,44.35,4.44,74
7579,44.09,4.52,55
7586,44.05,5.04,106
7588,44.04,5.59,461
7591,44.34,6.30,877
7600,43.24,-1.41,43
7602,43.28,-1.32,71
7603,43.41,-1.04,31
7607,43.55,-0.30,59
7610,43.23,-0.25,183
7621,43.11,0.00,364
7622,43.41,0.36,128
7627,43.00,1.06,415
7628,43.27,1.16,190
7630,43.37,1.23,150
7632,43.55,2.07,171
7635,43.13,2.18,127
7638,43.19,3.21,16
7641,43.24,3.42,81
7643,43.35,3.58,8
7645,43.51,4.24,62
7646,43.46,4.25,105
7647,43.31,4.55,24
7648,43.36,5.06,59
7650,43.26,5.13,32
7661,43.05,5.56,134
7666,42.55,3.04,40
7667,43.06,6.09,4
7675,43.23,6.23,82
7684,43.33,6.57,4
7690,43.39,7.13,26
7747,42.44,2.52,44
7749,42.31,3.08,87
7753,42.38,8.55,145
7754,42.32,8.47,58
7761,41.55,8.48,9
7765,41.55,9.24,17
7770,41.22,9.11,116
7775,42.16,9.32,74
7780,41.30,9.06,23
7785,43.00,9.22,113
7790,42.32,9.29,12
8001,43.22,-8.25,67
8002,43.18,-8.22,103
8008,43.07,-7.27,446
8011,43.34,-6.03,130
8014,43.34,-5.42,6
8015,43.21,-5.52,339
8021,43.26,-3.50,1
8023,43.29,-3.48,59
8025,43.18,-2.54,39
8027,43.18,-2.02,259
8029,43.22,-1.47,8
8042,42.53,-8.25,367
8044,42.26,-8.37,108
8045,42.14,-8.37,258
8048,42.20,-7.52,147
8053,42.34,-6.36,550
8055,42.35,-5.39,914
8072,42.00,-4.36,860
8075,42.21,-3.37,892
8080,42.52,-2.44,510
8084,42.27,-2.20,363
8085,42.47,-1.39,453
8094,42.05,-0.20,554
8130,41.31,-5.44,667
8140,41.43,-4.51,846
8141,41.38,-4.45,735
8148,41.46,-2.29,1082
8157,41.07,-1.25,779
8160,41.40,-1.00,258
8171,41.38,0.36,199
8175,41.09,1.11,76
8181,41.18,2.04,5
8184,41.55,2.46,129
8202,40.58,-5.30,794
8210,40.40,-4.41,1132
8213,40.57,-4.08,1005
8215,40.48,-4.01,1888
8219,40.42,-3.46,998
8220,40.27,-3.43,669
8221,40.28,-3.33,582
8222,40.25,-3.41,667
8223,40.23,-3.47,687
8224,40.18,-3.43,617
8226,40.38,-3.09,724
8231,40.04,-2.08,946
8232,40.51,-1.53,1063
8233,40.56,-1.18,889
8235,40.21,-1.07,902
8238,40.49,0.30,50
8261,39.28,-6.20,391
8272,39.53,-4.03,516
8280,38.57,-1.52,704
8284,39.29,-0.28,62
8285,39.29,-0.22,11
8286,39.57,-0.04,44
8301,39.33,2.38,3
8306,39.34,2.44,5
8314,39.51,4.13,86
8330,38.53,-6.49,192
8348,38.59,-3.55,629
8359,38.22,-0.30,82
8360,38.17,-0.34,31
8373,38.53,1.23,17
8383,37.17,-6.55,20
8391,37.25,-5.53,31
8397,37.10,-5.37,88
8410,37.51,-4.51,92
8417,37.47,-3.49,580
8419,37.11,-3.47,570
8429,37.57,-1.14,75
8430,38.00,-1.10,62
8433,37.47,-0.48,3
8451,36.45,-6.03,28
8452,36.30,-6.15,9
8482,36.40,-4.29,7
8487,36.51,-2.21,21
8495,36.09,-5.21,5
8501,39.27,-31.08,29
8502,39.40,-31.07,19
8505,38.31,-28.43,41
8506,38.32,-28.38,61
8509,38.46,-27.06,54
8511,38.40,-27.13,91
8512,37.45,-25.42,78
8513,37.45,-25.40,36
8515,36.58,-25.10,97
8521,32.42,-16.47,58
8522,32.39,-16.54,59
8524,33.04,-16.21,83
8530,39.21,-9.24,34
8532,38.50,-9.20,130
8533,37.01,-8.57,26
8534,38.43,-9.01,11
8535,38.43,-9.09,78
8537,38.54,-9.02,3
8539,39.07,-8.59,49
8540,39.50,-8.53,54
8541,37.57,-8.50,99
8544,40.55,-8.38,22
8545,41.14,-8.41,70
8546,41.08,-8.36,100
8548,40.09,-8.28,172
8551,41.39,-8.48,49
8552,39.29,-8.23,80
8554,37.01,-7.58,8
8555,37.01,-7.55,8
8557,38.34,-7.54,321
8558,38.32,-7.53,246
8560,40.43,-7.54,645
8561,38.05,-7.56,203
8562,38.02,-7.52,247
8567,41.16,-7.43,562
8568,40.25,-7.34,1381
8570,39.50,-7.29,387
8571,39.18,-7.25,598
8575,41.48,-6.45,692
8579,38.46,-9.08,105
8583,16.50,-25.03,18
8589,14.56,-23.29,95
8594,16.45,-22.57,56
10004,54.10,6.21,0
10007,54.11,7.28,0
10015,54.10,7.54,3
10020,55.01,8.25,27
10022,54.47,8.57,8
10028,54.20,8.36,11
10033,54.50,9.30,33
10035,54.32,9.33,48
10037,54.27,9.31,25
10038,54.19,9.32,18
10042,54.38,10.01,2
10044,54.30,10.16,26
10046,54.23,10.09,30
10055,54.32,11.04,9
10067,54.30,11.14,11
10091,54.41,13.26,42
10093,54.22,13.29,41
10097,54.15,13.55,11
10113,53.43,7.09,16
10124,53.52,8.08,31
10126,53.33,7.40,12
10129,53.32,8.35,5
10130,54.04,9.01,4
10131,53.52,8.42,12
10136,53.46,8.39,32
10139,53.27,9.08,12
10142,53.59,9.34,26
10146,53.44,9.53,12
10147,53.38,9.59,15
10150,54.10,10.21,28
10152,54.05,10.53,4
10156,53.48,10.42,16
10161,54.00,11.11,16
10162,53.39,11.23,60
10168,53.36,12.06,59
10170,54.11,12.05,13
10172,53.55,12.17,59
10180,54.20,12.43,4
10184,54.06,13.24,7
10193,53.45,14.04,2
10200,53.23,7.14,-2
10210,53.04,7.54,7
10224,53.03,8.48,5
10235,52.58,9.48,76
10238,52.49,9.55,77
10246,52.55,10.11,88
10249,53.23,10.41,46
10253,52.58,11.08,18
10261,52.53,11.44,23
10264,53.19,11.56,87
10267,52.56,12.25,40
10268,53.31,12.40,65
10270,52.54,12.48,45
10281,53.36,13.18,69
10282,53.19,13.25,116
10289,53.19,13.56,57
10291,53.02,13.59,55
10304,52.43,7.19,41
10305,52.31,7.18,23
10306,52.17,7.23,49
10309,52.05,6.56,47
10312,52.19,8.10,104
10315,52.08,7.42,53
10321,52.35,8.21,43
10325,52.06,8.45,136
10334,52.28,9.26,69
10335,52.17,9.05,77
10338,52.28,9.41,59
10343,52.36,10.02,53
10348,52.17,10.27,82
10356,52.10,11.11,163
10359,52.31,11.24,48
10361,52.06,11.35,85
10365,52.23,12.10,36
10368,52.07,12.28,188
10376,52.04,13.30,56
10379,52.23,13.04,100
10381,52.27,13.18,80
10382,52.34,13.19,37
10384,52.28,13.24,49
10385,52.23,13.32,50
10389,52.31,13.24,83
10393,52.13,14.07,104
10396,52.33,14.33,13
10400,51.18,6.46,41
10410,51.24,6.58,150
10418,51.15,7.39,389
10424,51.35,7.53,86
10427,51.11,8.29,859
10430,51.47,8.50,158
10433,51.52,9.16,259
10435,51.30,9.07,236
10439,51.07,9.17,181
10441,51.17,9.22,318
10442,51.58,9.48,145
10444,51.30,9.57,168
10449,51.24,10.19,353
10452,51.43,10.36,608
10453,51.48,10.37,1153
10454,51.51,10.46,234
10458,51.39,11.08,405
10460,51.22,11.18,166
10469,51.26,12.14,136
10471,51.19,12.27,138
10474,51.53,12.39,106
10476,51.46,13.10,102
10480,51.18,13.06,150
10488,51.08,13.45,232
10490,51.39,13.34,98
10495,51.27,14.15,116
10496,51.47,14.19,70
10499,51.10,14.57,240
10500,50.58,6.02,76
10502,50.50,6.40,134
10505,50.48,6.01,233
10506,50.22,6.52,488
10513,50.52,7.09,100
10516,50.22,7.35,98
10519,50.44,7.12,160
10520,50.25,7.25,76
10526,50.40,7.58,546
10532,50.36,8.39,204
10534,50.31,9.13,744
10537,50.45,9.01,352
10540,51.00,10.22,314
10542,50.51,9.44,271
10544,50.30,9.57,926
10548,50.34,10.23,453
10552,50.39,10.46,939
10554,50.59,10.58,322
10557,50.30,11.08,851
10564,50.34,11.48,502
10565,51.05,11.56,246
10567,50.53,12.08,310
10569,50.29,12.08,389
10574,50.26,12.37,898
10577,50.47,12.52,417
10578,50.26,12.57,1215
10579,50.39,13.09,639
10582,50.44,13.45,877
10591,50.56,14.13,319
10609,49.45,6.39,273
10613,50.10,7.04,486
10615,49.46,7.03,482
10616,49.57,7.16,503
10618,49.42,7.20,377
10628,49.59,7.57,112
10635,50.13,8.27,827
10637,50.02,8.31,104
10641,50.05,8.47,121
10646,50.00,9.25,341
10648,49.43,9.06,455
10655,49.46,9.57,272
10658,50.13,10.05,281
10671,50.18,10.58,346
10675,49.52,10.55,241
10685,50.19,11.53,567
10686,50.02,11.58,624
10688,49.40,12.11,437
10704,49.16,6.41,365
10706,49.28,7.02,387
10708,49.13,7.06,320
10724,49.23,8.07,559
10729,49.30,8.34,99
10731,48.58,8.20,118
10733,49.18,8.54,240
10736,48.58,8.52,243
10738,48.41,9.13,391
10739,48.50,9.12,318
10742,49.12,9.31,274
10743,49.23,9.58,482
10747,48.55,9.41,490
10756,49.10,10.22,477
10761,49.01,10.56,441
10763,49.30,11.03,318
10765,49.13,11.06,387
10771,49.26,11.54,418
10776,49.03,12.06,371
10777,48.57,11.26,538
10782,49.23,12.41,500
10788,48.50,12.34,359
10791,49.07,13.08,1446
10796,49.02,13.14,615
10803,48.01,7.50,237
10805,48.22,7.50,157
10815,48.27,8.25,801
10818,48.06,8.45,975
10827,48.10,8.57,900
10836,48.40,9.52,738
10837,48.13,9.55,550
10840,48.27,9.55,594
10850,48.48,10.42,503
10852,48.26,10.57,474
10853,48.43,11.13,396
10856,48.11,10.51,562
10857,48.05,10.55,628
10860,48.43,11.32,366
10863,48.24,11.42,479
10865,48.10,11.33,526
10870,48.21,11.49,447
10872,48.40,12.32,351
10875,48.17,12.30,406
10895,48.33,13.21,480
10906,47.55,7.54,1208
10908,47.52,8.00,1496
10929,47.42,9.08,444
10945,47.48,10.02,673
10946,47.43,10.20,702
10948,47.24,10.17,807
10954,47.50,10.52,757
10961,47.25,10.59,2960
10962,47.48,11.01,986
10963,47.29,11.04,720
10982,47.53,12.32,552
11001,48.06,13.40,616
11008,48.34,14.00,602
11010,48.14,14.11,313
11012,48.03,14.08,390
11015,48.30,14.30,548
11018,48.07,14.54,264
11019,48.41,15.22,607
11020,48.37,15.12,505
11021,48.57,15.02,557
11022,48.46,15.57,320
11023,48.36,15.40,272
11024,48.20,15.20,961
11025,48.42,14.54,570
11027,48.24,16.12,205
11030,48.19,16.07,177
11032,48.40,16.38,206
11034,48.12,16.22,177
11035,48.15,16.21,209
11036,48.07,16.35,183
11037,48.12,16.34,153
11040,48.08,16.25,200
11051,48.13,13.02,388
11053,48.13,13.28,429
11055,48.28,13.26,313
11059,48.10,14.04,313
11060,48.18,14.17,262
11070,48.25,15.37,203
11071,47.57,14.49,378
11072,47.57,16.50,119
11075,48.28,15.42,209
11078,48.02,15.35,696
11080,48.12,16.14,227
11082,48.02,16.17,212
11083,48.34,16.22,458
11085,48.20,16.50,146
11090,48.15,16.26,162
11101,47.30,9.45,437
11105,47.16,9.37,436
11109,47.08,10.16,1300
11110,47.08,10.14,2090
11111,47.30,10.30,1100
11112,47.08,10.34,809
11113,46.53,10.30,1341
11119,47.19,11.11,1184
11120,47.16,11.21,593
11121,47.16,11.21,585
11126,47.13,11.28,2252
11127,46.52,11.01,1939
11129,47.00,11.31,1409
11130,47.35,12.10,492
11135,47.25,12.22,1764
11136,47.14,12.11,1011
11137,47.24,12.54,794
11138,47.08,12.38,2320
11140,47.35,12.42,622
11141,47.24,13.13,548
11144,47.17,12.47,770
11146,47.03,12.57,3111
11147,47.23,13.27,860
11148,47.06,13.37,1052
11149,47.15,13.34,1745
11150,47.47,13.01,445
11152,47.59,13.06,504
11153,47.51,13.21,482
11154,47.55,13.48,425
11155,47.49,13.43,1620
11157,47.32,14.08,652
11161,47.31,14.57,1214
11165,47.12,14.45,682
11170,47.51,15.04,611
11171,47.47,15.18,865
11173,47.27,15.39,1037
11174,47.20,15.00,578
11175,47.24,15.15,484
11176,47.27,15.20,517
11180,47.43,15.47,1558
11182,47.50,16.14,281
11185,47.31,16.02,990
11190,47.51,16.32,182
11192,47.12,16.20,267
11193,47.20,16.14,347
11194,47.57,16.51,149
11201,46.45,12.25,1084
11204,46.50,12.48,668
11212,46.36,13.40,2160
11213,46.37,13.52,495
11214,46.56,14.55,1036
11215,46.48,13.34,716
11220,47.04,14.25,871
11221,47.04,15.05,463
11225,46.51,14.11,712
11227,46.43,14.06,546
11228,46.58,14.24,641
11229,46.46,14.50,404
11231,46.39,14.20,476
11232,46.34,14.46,531
11234,46.29,14.36,621
11240,46.59,15.26,363
11241,47.12,15.28,1439
11242,47.11,15.29,729
11244,46.52,15.54,271
11248,46.41,15.59,216
11252,47.00,12.27,1193
11255,46.41,13.00,712
11260,47.00,13.10,1201
11261,46.56,13.13,811
11263,46.43,13.17,956
11265,46.36,13.40,2160
11266,47.30,11.42,932
11270,46.45,13.05,627
11272,46.47,13.29,544
11274,47.23,15.05,545
11275,46.44,13.51,892
11278,46.38,14.10,453
11280,47.07,14.11,814
11285,46.49,15.14,355
11290,47.05,15.27,379
11292,47.04,15.36,529
11296,46.46,15.33,266
11298,46.57,15.53,320
11301,47.27,9.51,715
11302,47.26,9.44,407
11304,47.06,9.44,1032
11308,47.15,10.11,1470
11310,46.59,10.19,2312
11312,46.58,10.11,1577
11314,47.30,10.43,843
11316,46.56,10.53,2848
11318,46.55,10.52,3429
11325,47.23,11.45,536
11328,47.32,11.42,908
11330,47.10,11.51,641
11331,46.39,14.19,452
11332,48.34,16.37,190
11337,47.36,12.39,1625
11340,47.20,12.44,1954
11343,47.03,12.58,3114
11345,47.20,13.09,749
11346,47.13,13.00,942
11348,47.09,13.45,1153
11349,47.04,13.37,1635
11350,47.47,13.03,418
11351,47.26,13.38,1210
11352,47.59,13.25,566
11354,47.39,13.37,503
11355,47.43,14.20,598
11356,47.37,13.45,742
11357,47.44,13.27,543
11358,47.33,13.56,802
11359,47.27,13.54,771
11362,47.25,14.46,747
11365,47.12,14.45,679
11366,47.23,12.39,981
11367,48.23,15.00,971
11368,47.57,14.47,374
11370,47.27,15.18,506
11375,47.33,15.14,775
11378,47.52,15.53,710
11380,47.42,15.50,488
11382,47.47,15.54,586
11383,47.38,15.50,991
11384,47.37,15.50,1320
11385,47.49,16.02,937
11386,47.32,16.11,542
11387,47.59,16.30,185
11389,48.12,15.38,270
11390,47.17,15.59,337
11393,47.28,16.39,200
11395,47.46,17.02,121
11406,50.04,12.23,490
11414,50.12,12.55,607
11423,49.40,12.41,747
11438,50.23,13.20,326
11450,49.46,13.23,372
11457,49.04,13.37,1122
11464,50.33,13.56,843
11487,49.28,13.50,523
11502,50.41,14.02,379
11509,50.28,14.10,160
11518,50.06,14.15,365
11520,50.00,14.27,304
11538,49.12,14.21,508
11546,48.57,14.28,403
11567,50.07,14.32,286
11603,50.46,15.01,401
11624,49.56,15.23,240
11628,49.34,15.05,532
11636,49.10,15.26,572
11643,50.42,15.44,821
11652,50.01,15.44,230
11653,50.44,15.44,1602
11659,49.35,15.46,536
11669,50.21,16.19,747
11679,49.59,16.25,405
11683,49.44,16.02,740
11692,49.10,16.07,480
11693,49.06,16.08,402
11698,48.53,16.05,339
11710,49.39,16.57,516
11723,49.09,16.41,246
11730,50.11,17.06,1327
11747,49.27,17.08,217
11766,49.47,17.33,753
11774,49.19,17.34,224
11782,49.42,18.07,257
11787,49.33,18.27,1327
11791,49.22,17.50,666
11801,48.24,17.09,207
11816,48.10,17.12,134
11819,48.29,17.40,178
11826,48.37,17.50,164
11841,49.14,18.37,311
11855,48.17,18.08,136
11856,48.17,18.27,263
11858,47.52,18.12,124
11867,48.46,18.36,261
11880,48.10,18.52,140
11903,48.39,19.09,315
11916,48.57,19.35,2007
11918,49.22,19.41,693
11927,48.20,19.44,215
11930,49.12,20.13,2635
11933,49.07,20.05,1356
11934,49.04,20.15,696
11938,48.51,20.11,906
11952,49.02,20.19,703
11955,49.02,21.19,324
11958,48.47,20.59,1246
11968,48.40,21.13,231
11976,49.13,21.39,217
11978,48.40,21.44,106
11993,48.56,22.00,178
12001,55.29,18.11,46
12100,54.11,15.35,5
12105,54.12,16.09,35
12115,54.35,16.51,11
12120,54.45,17.32,6
12125,54.33,17.45,41
12135,54.36,18.49,3
12140,54.24,18.42,3
12150,54.23,18.28,138
12155,54.20,18.56,9
12160,54.13,19.33,185
12185,54.04,21.22,110
12195,54.08,22.57,185
12200,53.55,14.15,5
12205,53.24,14.37,7
12206,53.36,14.53,38
12210,53.46,15.24,53
12215,53.43,16.45,142
12230,53.08,16.45,73
12235,53.43,17.32,172
12240,53.06,18.00,72
12250,53.03,18.36,72
12270,53.06,20.22,149
12272,53.46,20.25,137
12280,53.47,21.35,128
12285,53.04,21.32,94
12295,53.06,23.10,150
12300,52.44,15.17,73
12310,52.21,14.36,24
12312,52.08,15.48,63
12330,52.25,16.50,88
12345,52.12,18.40,117
12360,52.35,19.44,109
12375,52.10,20.58,106
12385,52.11,22.15,155
12399,52.05,23.37,137
12400,51.56,15.31,192
12415,51.12,16.12,124
12418,51.50,16.32,93
12424,51.06,16.54,121
12435,51.47,18.05,138
12455,51.13,18.33,201
12465,51.43,19.24,190
12469,51.21,19.52,189
12488,51.34,21.33,126
12495,51.13,22.24,240
12497,51.33,23.32,179
12500,50.54,15.47,343
12510,50.44,15.44,1613
12520,50.26,16.37,357
12530,50.38,17.58,163
12540,50.04,18.12,206
12550,50.49,19.06,295
12555,50.28,19.05,304
12560,50.14,19.02,281
12566,50.05,19.48,242
12570,50.49,20.42,261
12575,50.02,20.59,209
12580,50.07,22.01,213
12585,50.42,21.43,219
12595,50.42,23.12,213
12600,49.48,19.00,399
12625,49.18,19.58,857
12650,49.14,19.59,1989
12660,49.38,20.41,296
12670,49.42,21.46,331
12690,49.28,22.21,422
12695,49.48,22.46,280
12756,48.07,19.31,153
12766,48.29,20.32,305
12772,48.06,20.44,163
12786,48.24,22.10,104
12805,47.41,16.36,239
12812,47.12,16.39,221
12815,47.53,17.17,122
12822,47.43,17.41,117
12825,47.12,17.30,146
12830,47.04,17.50,281
12836,47.39,18.19,129
12843,47.26,19.11,139
12844,47.21,18.59,104
12846,47.11,18.37,106
12847,47.45,18.36,109
12851,47.52,20.01,1015
12860,47.07,20.14,94
12866,47.39,20.38,92
12870,47.54,20.23,218
12882,47.29,21.36,109
12892,47.58,21.53,142
12910,46.55,16.19,313
12915,46.52,16.48,180
12922,46.41,17.10,125
12925,46.27,16.58,141
12932,46.24,17.55,156
12935,46.55,18.03,109
12942,46.00,18.14,203
12950,46.35,18.51,98
12960,46.11,19.01,113
12970,46.55,19.45,123
12982,46.15,20.05,83
12992,46.41,21.10,90
13067,46.06,19.46,105
13160,45.46,19.09,89
13168,45.20,19.51,87
13173,45.22,20.25,82
13174,45.51,20.28,82
13180,45.03,21.02,91
13183,45.09,21.19,85
13262,44.33,19.14,122
13266,45.06,19.33,83
13269,44.19,19.55,177
13272,44.49,20.17,99
13274,44.48,20.28,132
13278,44.02,20.56,185
13279,44.22,20.57,122
13285,44.45,21.31,84
13289,44.07,21.57,1039
13295,44.14,22.33,44
13361,43.09,19.08,1450
13363,43.21,19.21,788
13367,43.44,19.43,1029
13369,43.17,20.00,1039
13370,43.50,20.02,312
13376,43.42,20.42,217
13378,43.17,20.48,1713
13383,43.34,21.21,167
13384,43.56,21.23,125
13388,43.20,21.54,203
13389,42.59,21.57,232
13397,43.01,22.45,450
13455,42.27,18.33,10
13457,42.24,18.44,5
13459,42.46,18.57,647
13461,42.06,19.05,6
13462,42.22,19.15,33
13463,42.26,19.17,50
13464,41.55,19.13,29
13465,42.50,19.32,945
13473,42.40,20.18,499
13477,42.13,20.44,403
13481,42.39,21.09,576
13489,42.33,21.55,434
13492,42.01,20.53,1750
13493,42.12,22.20,696
13571,42.00,20.58,462
13573,41.31,20.31,675
13575,41.51,20.52,885
13576,41.42,20.45,1240
13577,41.32,20.42,1321
13578,41.07,20.48,761
13579,41.06,20.49,700
13580,40.59,21.04,910
13582,41.22,21.15,1230
13583,41.03,21.22,589
13584,41.44,21.31,2540
13585,41.20,21.34,674
13586,41.58,21.39,239
13588,42.01,21.24,301
13589,42.08,21.43,338
13590,41.54,21.50,856
13591,41.45,22.11,327
13592,41.25,22.14,126
13593,41.18,22.25,1030
13594,41.53,22.30,513
13595,41.26,22.39,224
13597,41.09,22.30,59
13598,41.43,22.51,836
13600,42.06,19.32,43
13601,41.20,19.48,97
13610,42.02,20.25,354
13611,41.18,19.27,12
13615,41.20,19.47,90
13619,41.41,20.26,653
13622,40.28,19.29,5
13624,40.48,19.54,33
13625,40.05,20.09,194
13629,40.36,20.46,899
14006,46.16,13.50,1535
14007,46.30,13.43,865
14008,46.23,13.51,2515
